loop|id|group|activity|descriptiono
2572|CTY|29|on the move|embrace that relaxed feeling of knowing where everything is as you cruise from work to workout this backpack has pockets for your phone shades and whatever else you need
2573|CTZ|52|on the move|with room for your yoga mat laptop and sunglasses this packedwithpockets backpack cruises effortlessly from work to workout
2574|CUA|42|on the move|this backpack is designed to make commuting from a to b a breeze secure pockets keep your laptop sunglasses phone and whatever else close
2575|CUB|52|on the move|with spots for your laptop sunglasses phone and everything else this packedwithpockets backpack cruises effortlessly from work to workout
2576|CUC|26|on the move|meet your new travel buddy this bags easy to pack away converts into three different bags and has all the storage you need
2577|CUD|18|running|sprint across cold terrain this lightweight jacket combines bulkfree insulation with mesh fabric panels for breathable warmth as you chase one more mile
2578|CUE|96|on the move|our city adventurer family just got a little bigger this crossbody bag holds your phone keys wallet and other small essentials any day of the week
2579|CUF|85|on the move|keep your hands cozy on crisp days in these lightweight merino woolblend fingerless gloves
2580|CUG|10|on the move|these lightweight fingerless gloves were designed so you can use your phone in cold weather but still keep your hands warm at all times
2581|CUH|87|running|this lightweight running dress might make you feel like you have new superpowersspeed and weightlessness
2582|CUI|74|on the move|from here to anywhere this duffle converts to a backpack to give you the storage you need when you need it
2583|CUJ|47|on the move|waterproof warmth to the rescue when cold weather sets in this long jacket is here to bundle you up in soft channels of goose down so all you feel is warm and cozy
2584|CUK|21|on the move|these midweight track pants are made of a merino woolblend fabric for warmth on cold days a brushed interior provides softness against your skin
2585|CUL|2|training|this lightweight short sleeve with builtin ventilation keeps the air flowing when youre pounding the pavement
2586|CUM|84|on the move|renew recharge or run around town in these soft slimfitting joggers
2587|CUN|46|running|experience unrestricted movement when the temperature drops layer these ergonomic run tights under shorts to stay light fast and free
2588|CUO|52|yoga|ease the ouch use these stackable pads for extra cushioning and support during your yoga practice or other floor work
2589|CUP|53|on the move|soft and smooth or warm and plush have it both ways with this reversible bucket hat
2590|CUQ|36|on the move|bucket hats theyre a lifestyle this one is reversible and has an extrawide brim to shield your face from the sun
2591|CUR|61|on the move|stay for the sunset thislightweight and reversible hathas a wide brim that helpsshield you from the suns rays
2592|CUS|98|running|coldweather runs call for nextlevel comfort this jacket is made from fourway stretch fabric to keep your core protected from rain and snow with a plush fleecy interior
2593|CUT|20|hiking|hike in comfort in this lightweight tank capped sleeves and strategic seam placement on the shoulders reduce chafe from pack straps
2594|CUU|8|training|this crew lets you get in and out of training sessions and on with the rest of your day without losing your cool
2595|CUV|95|yoga|we designed these soft snugfitting leg warmers to layer in chilly studios an open toe and heel lets you grip your mat without sliding
2596|CUW|53|yoga|we designed these soft snugfitting leg warmers to be a perfect layer in chilly studios an open toe and heel lets you feel your mat in standing poses
2597|CUX|53|yoga|we designed these soft snugfitting leg warmers to be a perfect layer in chilly studios an open toe and heel let you grip your mat without sliding
2598|CUY|40|on the move|crush the cold in this plush fleecelined beanie for warmth thats softer than soft
2599|CUZ|95|on the move|from sunrise to sunset these midweight shorts keep you feeling comfortable touchably soft with just the right amount of stretch theyre your coffeetocommutetocouch layer
2600|CVA|62|on the move|slip this soft openback tee over your favourite bra post workout
2601|CVB|57|on the move|cozy up for your daily meditation in this ultrasoft wrap made with a touch of cashmere so you can relax while you get your selfcare on
2602|CVC|92|on the move|elevate your lounge look the collarless silhouette of this full zip is perfect for layering over your favourite hoodie plus the textured fleece fabric is oohlala level soft
2603|CVD|95|running|keep endorphins high when the temperatures low this sleek running top will have your back from trail to track
2604|CVE|63|on the move|make a subtle statement in this cozy merino wool scarf
2605|CVF|63|yoga|find your breath in this lightweight yoga bra that has mesh fabric panels for ventilation
2606|CVG|88|on the move|this crewneck is perfect when you want lightweight all day everyday coverage
2607|CVH|61|tennis|bring your a game in this breathable dress a front half zip and shorts liner offer just the right amount of coverage on the court
2608|CVI|98|running|hit the trails this  breathable running tee is  strategically panelled to keep  things light even when your  legs feel heavy
2609|CVJ|87|on the move|get that spendingtheweekendinthewoods vibe no matter where you wear this soft flannel buttonup shirt
2610|CVK|44|on the move|toss this polo on and goit has a bonded collar so you can skip the ironing
2611|CVL|10|on the move|rainy days meet your match this waterproof jacket has plenty of storage and integrated ventilation so you can get out stay dry and never worry about overheating
2612|CVM|0|on the move|soft pima cotton fabric a vneck that hits exactly where you want it to and a superflattering curved hem you might need a few
2613|CVN|0|on the move|a soft pima cotton fabric vneck tee with a curved hem that hits exactly where you want it to you might need a few
2614|CVO|15|on the move|lots of reasons to love this vneck tee soft cotton fabric just the right stretch and a casual fit for every day of the week its perfect for layering underneath sweaters on cool days or wearing on its own when the temperature rises
