seen|product|activity|web_desc
1|throw it on wrap|on the move|leave class feeling calm and collected in this luxuriously soft wrap thanks to a touch of cashmere
1|collared halfzip jacket|on the move|dont let looming clouds get in the way of your adventures lightweight waterrepellent fabric on this collared half zip helps keep you dry without dampening your look
1|womens down for it all ear warmer|running|let off some steam this insulated waterrepellent ear warmer is made from brushed fleece fabric to help keep you warm during coldweather runs
1|always effortless trench|on the move|this contemporary trench jacket transitions from day to night dwrtreated glyde fabric repels water while back vents help you keep your cool
1|classicfit cottonblend tshirt dress|on the move|an everyday essential elevated a soft blend of cotton lyocell and linen makes this stretchy dress a first choice any day of the week
1|fast and free lined short 6 ripstop|running|from the first mile to the final stretch these lightweight lined run shorts will keep up with your pace
5|all aligned mock neck long sleeve shirt online only|on the move|whether you are hitting the slopes or the streets this soft highneck long sleeve just wants to be close to you
3|all aligned mock neck long sleeve shirt crushed velvet|on the move|whether youre hitting the streets or staying in for the evening this soft crushed velvet top just wants to be close to you
14|wunder train highrise crop 23|training|train hard not hot powered by everlux the wunder train collection is highly breathable and quickly wicks sweat so you feel less sweaty during and after your workout
1|wunder train highrise crop 23 foil|training|train hard not hot powered by everlux the wunder train collection is highly breathable and quickly wicks sweat so you feel less sweaty during and after your workout
1|inner glow dress|on the move|getting to and from the studio just got a whole lot cuter this fun dress has breathable coverage and feels super soft
2|lightweight midrise short 35|on the move|where to quickdrying abrasionresistant fabric makes these shorts the perfect travel companionthey pack light and are ready for adventure
1|womens find your balance studio ankle sock online only|yoga|feel grounded in your practice these studio socks have grippers on the inside and outside to help you find your balance and keep the socks in place
1|team canada BrightJupiter ear loop face mask 3 pack coc logo online only|on the move|this nonmedical face mask is for easy and comfortable everyday wear soft ear loops are a cinch to put on and take off while cord locks let you customize your fit
3|nulu frontdarting yoga bra light support bc cup|yoga|feel the stretch not your bra so soft and light it feels weightless this longline bra provides restrictionfree support as you flow
1|BrightJupiter lab woven shock cord cuff jogger online only|on the move|these joggers hit the sweet spot between comfort and function textured waterrepellent fabric and a relaxed silhouette take your casual look up a notch
1|ready to go jacket|on the move|spend time doing what you love not worrying about what to wear this waterrepellent jacket keeps things easy with a classic everyday fit and pockets for essentials
1|gloss trim long sleeve running halfzip|running|feel sleek strong and fast in this highneck running top when things heat up unzip the front for fresh airflow
1|court challenger bra medium support ab cup|yoga|on the court or in the studio this bra gives you light support when things heat up the back cutouts keep the air flowing
2|fabric on the palm is||
2|silicone on the inside grips||
7|wunder puff cropped vest|on the move|this wonderfully warm down vest has a cinchable hem that lets you customize the shape and keep out cold drafts
1|new year wunder puff cropped vest|on the move|this wonderfully warm down vest has a cinchable hem that lets you customize the shape and keep out cold drafts
3|scuba highrise jogger asia fit|on the move|when youre craving casual comfort cozy up in these soft joggers that pair perfectly with our scuba hoodie
1|team canada scuba highrise jogger|on the move|when youre craving casual comfort cozy up in these soft joggers that pair perfectly with our scuba hoodie
